quoteID;quotation;speaker;date;numOccurrences
2020-01-21-040542;In fact, Trivago wasn't comparing apples with apples when it came to room type for these room rate comparisons.;Rod Sims;2020-01-21 01:28:34;2
2020-03-25-005360;Apple mint is used in mojitos while lavender and rosemary go well with steak and pasta,;Kim Seo-yoon;2020-03-25 08:05:36;1
2020-01-17-063107;PACE is a unique platform bringing together all three to create pathways for a global circular economy. We are thrilled to be a part of this effort as Apple pursues its ambitious goal to use recycled and renewable materials to make the world's most innovative technology.;Lisa Jackson;2020-01-17 08:00:00;2
2020-01-23-114917;What we try to do is help people like Netflix, Disney +, Apple TV, NBC, CBS, and ABC to distribute their content,;William Wang;2020-01-23 00:00:00;1
2020-03-05-084716;We really don't have to do anything other than just change a cellphone over from an iPhone to an Android phone and upload their app.;Jose Hernandez;2020-03-05 06:31:01;1
2020-04-15-027285;If you think about a couple of weeks ago when we started to get China data out of Nike, Starbucks, it was also a catalyst for markets. So this iPhone shipments data in China of which 2 1/2 million is Apple's of the 2.9 million on the international scale is very bullish, the question is, is this pent-up demand or is this a sustained dynamic you're going to see into April?;Tim Seymour;2020-04-15 15:25:35;1
2020-02-11-068733;Prices are crippling, you can't provide any warranty from Apple even though you're using Apple parts, the bureaucratic processes ruin the experience,;None;2020-02-11 00:00:00;1
2020-01-26-055132;When I got home there was a ham sandwich and an apple in the cat bowl.;Danny Wright;2020-01-26 18:29:00;1
2020-01-21-070887;That's flying cars, Mama, that's space aliens. Now that we're here, nothing's really changed. I mean, my iPhone lives a little longer, and we have a worse political situation.;Katya Zamolodchikova;2020-01-21 18:24:45;1
2020-02-26-000032;[ Apple ] lets you use iPhones in movies but -- and this is very pivotal if you're ever watching a mystery movie -- bad guys cannot have iPhones on camera,;Rian Johnson;2020-02-26 18:15:16;1
2020-01-17-015124;develop new projects exclusively for Apple TV + as both an executive producer and star,;Will Ferrell;2020-01-17 19:59:34;1
2020-02-06-048672;Imagine a coach drawing up an X's and O's play, the same way he would on chalkboard, on an iPad and simulating likely outcomes based on different sets of offensive and defensive opponents in-play. Imagine then being able to search that play and find video of every time a near similar play was run. With AI and big data, we are already making that happen at Stats Perform and I can't wait to meet and discuss this with the illustrious group of researchers at the AAAI Workshop.;Patrick Lucey;2020-02-06 18:03:12;7
2020-03-05-035224;In principle, the chip could also be trained to distinguish apples from bananas, but we see its use more in scientific experiments or other specialized applications.;Thomas Mueller;2020-03-05 17:00:05;2
2020-03-09-080752;You probably saw that -- as I mentioned, Tim just came out and he said Apple is back to normal in terms of production in their facilities in China. They've made a lot of progress.;President Donald Trump;2020-03-09 18:16:26;9
2020-03-16-053372;The Authority has deciphered, on the occasion of this case, the very specific practices that had been implemented by Apple for the distribution of its products in France (excluding iPhones), such as the iPad. First, Apple and its two wholesalers agreed not to compete and prevent distributors from competing with each other, sterilizing the wholesale market for Apple products. Second, so-called Premium distributors could not safely promote or lower prices, which led to an alignment of retail prices between Apple's integrated distributors and independent Premium distributors. Finally, Apple has misused the economic dependence of these Premium distributors on them, subjecting them to unfair and unfavorable commercial conditions in relation to its network of integrated distributors. In view of the strong impact of these practices on competition in the distribution of Apple products via Apple premium resellers, the Authority imposes the highest penalty ever imposed in a case (1.24 billion euros). It is also the heaviest sanction imposed on an economic player, in this case Apple (1.1 billion euros), whose extraordinary dimension has been duly taken into account. Finally, the Authority found that, in this case, Apple had committed an abuse of economic dependence on its premium retailers, a practice which the Authority considers to be particularly serious.;Isabelle de Silva;2020-03-16 12:02:19;1
2020-03-04-035972;It's a combination of [ Apple ], Super Tuesday results, and perhaps some thoughts that we just overshot the mark yesterday in terms of negativity. People might be asking themselves, `Are things really that bad?;None;2020-03-04 16:45:07;1
2020-03-26-012493;Duncan is an aggressively average teenage boy whose Adam's apple is as big as his trainers. He thinks his life is boring, his family are lame and he wants fame and success without doing any of the work. What's really fun about Duncan is that although he has very little responsibilities, he also has very little control. He's in that teenage time when you feel like the entire world is on your shoulders.;Amy Poehler;2020-03-26 13:49:21;1
2020-03-20-038577;It's everything that was great about the 2018 MacBook Air, but it's cheaper and faster, with more customizable specs and -- perhaps most importantly -- the same Magic Keyboard as the 16-inch MacBook Pro.;Jason Snell;2020-03-20 09:10:00;4
2020-01-30-028806;However, many students do not download the app to their phones for various reasons. Having an iPad station in my classroom that is strictly intended for using Sora would allow students to explore reading in many different forms. Students would be able to sign up to use a specific iPad for the time frame of their book checkout, and either use it to read an eBook or listen to an audio book.;None;2020-01-30 10:30:00;1
2020-01-12-013564;"I don't think the price of skiing has really increased in a substantial way that could explain the change. I think young people have the same level of disposable income but they make choices; they prefer to purchase a new iPhone than a season pass.";None;2020-01-12 07:13:28;1
2020-01-04-041069;We are seeing a big shift in the culture of award shows right now because Netflix, Amazon, the streaming services, even Apple TV dominated the award show circuit and in particular the Golden Globe nominations this year,;None;2020-01-04 00:36:30;3
2020-01-07-017089;Foxconn's commitment of investing in the state will not work. It doesn't serve directly industries department said that land was also identified in the special economic zone of Jawaharlal Nehru Port Trust, but things did not work out, they said. Desai said that the state had learnt its lesson and will now think twice before believing industries in their claims on investments. Desai also said that the state, in order to boost emploto the consumer but manufactures electronic gadgets for Apple and is now facing some internal issue with them,;Subhash Desai;2020-01-07 05:33:06;1
2020-01-15-034455;I think Apple should provide more assistance than it has now,;Richard Blumenthal;2020-01-15 11:00:23;1
2020-01-21-017306;Everything had been approved and vetted by everybody [ at Apple and Harpo ] and they had signed off enthusiastically;Amy Ziering;2020-01-21 20:59:59;1
2020-01-16-101215;We have a mission here at Apple to change the world for the better, and give back to the communities in which we live and work,;Lisa Jackson;2020-01-16 00:00:00;4
2020-02-06-108018;Traditional Swiss watchmakers, like Swatch and Tissot, are losing the smartwatch wars. Apple Watch is delivering a better product through deeper retail channels and appealing to younger consumers who increasingly want digital wristwear. The window for Swiss watch brands to make an impact in smartwatches is closing.;None;2020-02-06 10:55:11;1
2020-01-14-055361;next-gen development, discoverability, funding and developing for streaming and subscription services such as Apple Arcade;Andy Lane;2020-01-14 10:01:08;1
2020-01-21-095457;We have a shared note on our iPhones and every day or every other day, we add onto it, so we have this lifelong story over the years since we've met, like drawing a little funny picture based on something that we did that day,;Drew Scott;2020-01-21 22:46:51;1
2020-01-21-075761;The last thing a producer wants is for a sea of iPhones to be visible behind the judges during the show -- it would look ridiculous.;None;2020-01-21 16:06:36;3
2020-03-06-018706;His highness is also alleged to have ordered for the payment of N175,000,000.00 to Messr Apple Integrated Resources as facilitation fee for the agreement of provision for side and services at Darmanawa 33.4 Hectares by Messr City scape ltd against the decision of the emirate council's meeting of the 8th June 2016, which rejected such payment to the company, which the commission's investigation confirmed that has never participated in any dealing with the City Scape arrangement with Ado Bayero Royal City Trust Fund,;Emir of Kano;2020-03-06 04:08:25;2
2020-03-25-034641;In order to make the Apple of apparel the next Gap, it has to be a new invention. To invent something that's so good that you don't even get credit for it because it's the norm.;Kanye West;2020-03-25 00:00:00;10
2020-01-31-090959;The US Senate investigation, results of which were disclosed Monday, found that Apple employs a group of affiliate companies outside the United States to avoid paying taxes. The subcommittee's chairman, Sen. Carl Levin, D-Mich., and other panel members could hold up Apple as an example of a powerful company using its privileged position to avoid taxes while ordinary Americans must pay them.;None;2020-01-31 13:50:21;1
2020-04-14-065377;we can interact, showing our faces with the iPad in the patient's room instead of having masks and goggles and hair pieces in,;Ben Drew;2020-04-14 22:57:54;1
2020-01-29-024197;half of the customers purchasing Macs and iPads around the world during the quarter, were new to that product;Luca Maestri;2020-01-29 13:32:01;1
2020-01-09-009843;Beginning today through January 29, Apple is in search of the most stunning Night mode shots from users around the world. A panel of select judges will evaluate submissions to reveal five winning photos March 4,;None;2020-01-09 08:37:51;1
2020-01-03-019861;HP's first tablet isn't really an Apple iPad competitor at all.;Steve Ballmer;2020-01-03 07:00:00;1
2020-01-14-003046;Aksu candy apples are not among the market favorites, because their product quality is not equal to the quality of red Fuji or Huaniu apples. We mostly sell our apples online. In December last year, we exported our candy apples to Hong Kong for the first time. However, the political tensions in Hong Kong affect their economic situation, and many supermarkets and wholesale markets have reduced their purchase volume. We expected to export 2 shipping containers full of apples to Hong Kong within a month, but at the moment the first container is not even full yet.;Li Ying;2020-01-14 12:52:00;1
2020-03-17-076922;We are planning things like volleyball and tennis tournaments. We of course have some good facilities here in SAI for that. As you know, the younger generation is very comfortable with their IPads and the Internet so that's good. The food is first class, the staff is screened whenever they come back after going out for any purpose. From a coaching point of view everything is good.;Graham Reid;2020-03-17 00:00:00;1
2020-01-16-006658;Apple buys smaller technology companies from time and time and we generally do not discuss our purpose or plans,;None;2020-01-16 00:00:00;2
2020-01-29-088634;The iPad and iPhone were soundly existential threats to Microsoft's core platform business. Without a platform that Microsoft controlled and developers sought out, the soul of the company was `missing. ';Steven Sinofsky;2020-01-29 17:14:34;1
2020-01-07-061442;That big Adam's apple pie dripping juice. Stan remembered other races, the insane and because we lie Yea, and force, that city of the West was yet found that there is not only she has to define Him,;None;2020-01-07 12:51:03;1
2020-02-18-081358;The teacher who threw an apple at the prime minister, and compared him in a live [ broadcast ] to `Hitler,' crossed a red line, both verbally and physically... I have instructed the professional echelons at the ministry to summon her for a hearing at the earliest possible opportunity.;Rafi Peretz;2020-02-18 17:27:50;1
2020-02-25-017174;Hazlenut Apple pie with Salty Caramel sauce;None;2020-02-25 16:23:25;3
2020-03-04-021577;I don't want to compare apples and oranges. But there are some lessons to be learned from each country's experience,;Omar Samad;2020-03-04 00:55:00;9
2020-01-28-032965;I mean a front-of-the-phone Home button, a la every iPhone prior to X.;Evan Blass;2020-01-28 12:15:20;1
2020-01-11-036464;That big Adam's apple pie dripping juice. Stan laughed as vague, as those Me's ducked and watch.;None;2020-01-11 17:20:38;1
2020-04-09-021707;I shot this on an iPhone 10. I used one of my helpers at home as a stand in I would frame the shot, then make him rehearse and replicate it and eventually shoot it. I didn't write a script per se I just story boarded the entire film and since it has no dialogue it was a matter of piecing it all together,;Tanuj Virwani;2020-04-09 15:57:08;1
2020-01-24-079606;The iPhone tracks the volume of outbound data per application,;Chris Sanders;2020-01-24 19:05:09;3
2020-01-20-033133;India is a very important market for Washington Apples. The country has been the top three markets for Washington Apples globally for few years now and is destined for further growth. Our #WashingtonApplesKuchhKhaasHai campaign focuses on creating awareness among Indian consumers about Washington Apple varieties, best practices, food safety and the fine growing conditions that exist for apple growing in the State of Washington. The Washington Apple Commission represents 1,260 growers of Washington Apples and the importance of India is reflected in the fact that four of our growers have travelled to India to meet with all stakeholders here including importers, wholesalers, retailers and most importantly Indian consumers,;None;2020-01-20 11:39:49;2
2020-01-06-081726;We're working closely with our partners to resolve an intermittent issue affecting some of our customers using iPhone XR,;Jim Buckley;2020-01-06 20:38:09;9
2020-01-29-046795;I'm sure Apple was hemorrhaging money like crazy. Nobody was really paying attention to running it like a commercial venture. If it was going to break even, or even lose a little bit, that was fine with the Beatles. While it was open, it was a real resource. It was great.;None;2020-01-29 13:58:20;2
2020-02-10-039524;I'm telling you that we are, as a country exporting coal, we are Nokia with a 3210 trying to think people will only ever want to play Snake forever, and the iPhone is coming.;None;2020-02-10 21:02:16;1
2020-03-02-011974;During the afternoon he began looking through her iPad and saw messages,;None;2020-03-02 06:00:00;1
2020-01-12-002940;Apple should be valued like a typical tech company;None;2020-01-12 17:21:00;4
2020-03-13-023989;I look forward to our developers getting their hands on the new code and interact in entirely new ways with the Apple engineers building the technologies and frameworks that will shape the future across all Apple platforms.;Craig Federighi;2020-03-13 09:13:42;3
2020-04-16-056169;Two corporations, Apple and Google, have come to dominate the smartphone software ecosystem, and they have spent years spying on users and enabling consumer surveillance in their app stores,;Michael Osterholm;2020-04-16 19:10:00;1
2020-02-03-009878;Bring the basket and start walking. Look to the right, look to the left. Bad apple toss it away!;Joseph Wong;2020-02-03 20:32:07;1
2020-01-03-019678;How Tesla can become worth more than Apple;None;2020-01-03 04:10:37;1
2020-03-16-053371;The Authority considered that, in the present case, Apple had committed an abuse of economic dependence on its premium retailers, a practice which the Authority considers to be particularly serious,;Isabelle de Silva;2020-03-16 11:44:54;1
2020-03-30-058715;Training & Development In Apple Inc.;None;2020-03-30 20:58:10;1
2020-02-18-103327;We're at a point in our society where we all carry devices with us that indicate where we are to so many people -- FitBit, iWatch, Apple Watch, other devices that can track where we are. We use those for good reason... but this data is being shared with people that maybe we don't want to have our data,;None;2020-02-18 00:17:51;1
2020-01-18-006905;Currently, the desks are only for the first two rows. You can put your iPads or files on them.;Bimal Patel;2020-01-18 19:27:07;1
2020-03-18-021956;I am on my iPad so NO @nbcnews crew is with me as I hang at home out of an abundance of caution following a brief interaction with one of our producers who tested positive.;None;2020-03-18 02:06:29;1
2020-03-07-013242;I think Meadows loves the American people as President Trump does and that he is highly ethical and he knows who the bad apples are, and he will help to execute President Trump's agenda and make America great again,;Dave Brat;2020-03-07 03:59:49;1
2020-01-29-043572;If the iPhone doesn't sell this company misses earnings.;None;2020-01-29 11:42:42;1
2020-01-27-033831;I went up to Apple and spent the day there talking with Jony and picking his brain about product -- what makes them who they are and why. I'm very curious about that and understanding that. I think once you have something you're passionate about, you can look at other people or other works of art and draw from that to help you be better at what you do by looking for some common denominators.;Kobe Bryant;2020-01-27 00:33:18;1
2020-01-07-036389;In this ruminative, endlessly clever book, Pulitzer Prize -- winner Hass (The Apple Trees at Olema) turns his eye toward nature, love, and even drone strikes, as, when chronicling a visit to a Las Vegas Air Force base for a protest, he juxtaposes the specter of commerce at a nearby casino with headlines detailing drone-related deaths in the Middle East. Though death may be the prevailing theme, these poems are far from dirges, as images of his Northern California environs shimmer with life: `you can almost hear the earth sigh / As it sucks up the rain.' Hass experiments with form, vacillating between long and short lines, stanzas and long unbroken blocks of verse. His language is lofty but accessible, as in `The Archaeology of Plenty,' a loose, associative riff about finding meaning in a callous and capricious world, in which the poet argues for poetry as a cure for existential dread: `reach into your heavy waking, / The metaphysical nausea that being in your life, / With its bearing and its strife, its stiffs, / Its stuff, seems to have produced in you, / Reduced you to, and make something with a pleasing, / Or teasing, ring to it.' Hass is a rarity, a poet's poet and a reader's poet who, with this newest endeavor, bestows a precious gift to his audience.;None;2020-01-07 10:59:46;1
2020-02-03-004126;American audio chips, Korean batteries, Congolese minerals, Japanese cameras, German accelerometers: The iPhone may well be the most truly global product yet.;John Wu;2020-02-03 14:52:19;1
2020-01-21-047425;It's because Apple was convinced,;None;2020-01-21 00:00:00;38
2020-01-04-029040;See how iPhone 11 Pro can capture incredible footage of elements at their most extreme,;None;2020-01-04 18:45:50;1
2020-01-06-073317;Unlike other Apple devices, you have to manually turn on the ability to screenshot before you can actually take them,;David Lynch;2020-01-06 19:54:27;1
2020-01-16-000148;)? How were the mixtapes circulated? Did the five boroughs have their own favorite mixtape series or DJ or was there a unanimous choice? Mixtape culture was integral to not only building a fanbase but a narrative for New York rappers and rap groups, offering a steady output of material that served as the first steps to rap superstardom for artists from 50 Cent to Nicki Minaj. -- Elijah Watson [ READ MORE: Did Apple Music Kill the Mixtape Star? ] Photo Credit: Kevin Winter/Getty Images for BET Pharrell, Timbaland And Missy Elliott's Influence Rap would be a lot less interesting without Virginia. Producers like Pharrell (and partner in crime Chad Hugo) and Timbaland played with space and uncommon sounds in their production, building a futuristic soundscape that rappers and pop artists continue to hop on today. And then there's Missy Elliott, the brilliant rapper, producer and fashion icon who pushed rap into visual territories that it hadn't been before. Her breakout music video, `The Rain (Supa Dupa Fly),;OG Ron C;2020-01-16 20:51:07;1
2020-03-03-038794;More and more it's about how you capitalize on opportunities for artists to be able to execute their vision. And we feel very fortunate to have it amplified by all the places that Apple touches with their media. Our job is to reach as many people as we possibly can, and Apple is the partner you dream of to be able to do that.;Steve Berman;2020-03-03 21:36:30;1
2020-04-15-037633;"M, you are one half woman and one half dream, God's handiwork at its best, you dream and inspire others to, you write and give hope, you love everybody expecting nothing in return; so strong yet so soft; basically an apple crumble and my favourite story to tell... May you continue to be the traveller, the lover, may your love for life and it's mysteries continue to grow.";Mouni Roy;2020-04-15 13:57:21;1
2020-02-18-058374;Not entirely surprising. If you look at what's happening in China right now, there's over 150 million people that have some kind of a restriction -- can't leave their home, can't travel. That's over 10% of the population and Apple faces a bit of a double whammy in that when people can't travel and leave their homes, they can't buy phones, they can't buy iPads and so forth and at the same time, all of their production is in China, so you get hit on the supply side and on the demand side. So in some sense, not totally surprising.;Mike Volpi;2020-02-18 17:12:02;1
2020-02-18-041704;In general, investors are not overly concerned by the news from Apple as a read through to technology or the market overall.;Michael James;2020-02-18 23:52:11;3
2020-02-06-063541;liked Apple TV + less;None;2020-02-06 19:30:04;1
2020-02-04-075446;Supplies of organic apples have grown dramatically this year with an increase of more than 25 percent over previous years,;Dan Davis;2020-02-04 11:16:00;1
2020-03-07-003544;Besides being a risky maneuver that voids any warranty and can render your iPhone damaged beyond repair, jailbreaking can decrease the overall security of your iPhone and considerably increase the device's risk of being infected with malware,;None;2020-03-07 01:34:27;2
2020-03-14-010221;I can use my iPhone to conference call three people, and the four of us can hold a prayer meeting without being in the same room,;Scott Jones;2020-03-14 19:00:00;1
2020-01-14-058649;Oprah Winfrey breaks from Russell Simmons documentary, film will no longer air on Apple +;Nicole Sperling;2020-01-14 00:00:00;1
2020-02-12-007311;Apple doesn't produce iPhones in California and Volvo doesn't produce cars in Sweden.;Gernot Wagner;2020-02-12 00:00:00;2
2020-01-16-006663;Apple receives various forms of legal process requesting information from or actions by Apple. Apple requires government and private entities to follow applicable laws and statutes when requesting customer information and data [... ] Our legal team reviews requests to ensure that the requests have a valid legal basis. If they do, we comply by providing data responsive to the request. If a request does not have a valid legal basis, or if we consider it to be unclear, inappropriate, or overly broad, we challenge or reject the request. We report on the requests every six months.;official page;2020-01-16 12:47:47;1
2020-03-30-072221;You just work, but they don't compete. Microsoft people have a finite mind. Apple people are the infinite minds.;Eliud Kipchoge;2020-03-30 08:00:00;1
2020-01-09-016920;During the second half of this year, we re-prioritized several projects in order to focus on the launch of TiVo Stream 4K. Because of this, the streamer clients were put on hold. We are looking at moving forward with the Android streamer client in order to provide compatibility between Stream and Linux based DVR's. Apple TV and Roku clients are currently on hold.;Ted Malone;2020-01-09 04:26:55;2
2020-01-14-006412;As a result, the consumption of apples and pears is lower during this period, except for, once again, the more high-end varieties. The more common product is then off the shelves during the holidays.;Vincent Guérin;2020-01-14 12:52:00;1
2020-01-27-033439;I was panicked, not because of the game plan or anything. That's on an iPad and you need codes to get in and stuff and we have others, so that's not a big deal, but I had about 48 Super Bowl tickets in there that I bought for family members and everything. I was carrying a lot of money from that, a lot of IOU's and stuff. I was very panicked about the tickets and the cash.;Kyle Shanahan;2020-01-27 21:13:11;2
2020-04-16-033426;Most of the time when we see a new iPhone come out it costs at least over a thousand dollars, and upwards from there,;Charlie Brown;2020-04-16 06:10:14;1
2020-01-17-060936;Once Apple has essentially decided to do the same, it renders all of those apps superfluous and unnecessary,;Joe Neguse;2020-01-17 19:46:07;2
2020-02-27-050836;Not because it's lascivious or something, but because it's gon na screw me on the next mystery movie that I write. But forget it, I'll say it, it's very interesting. Apple, they let you use iPhones in movies, but, and this is very pivotal, if you're ever watching a mystery movie, bad guys cannot have iPhones on camera. Every single filmmaker who has a bad guy in their movie that's supposed to be a secret wants to murder me right now.;None;2020-02-27 14:30:00;2
2020-02-21-002223;After Apple gave lower guidance of sales due to China, other global companies, which are either supply or manufacturing dependents, are worried to follow suit. China has been an important territory for JLR in terms of volumes and profits. Retail sales in China have seen a good rise. Also, total sales from China contributed almost 20 per cent with 1,41,000 units,;None;2020-02-21 12:58:20;1
2020-02-05-031242;I don't feel we're comparing apples with apples,;Mark Johnson;2020-02-05 04:13:55;1
2020-04-12-017683;My mother-in-law would be baking me these apple pies,;None;2020-04-12 00:03:54;1
2020-01-23-005441;And I will work with people like Apple or Google to make that happen.;William Wang;2020-01-23 00:00:00;1
2020-01-06-005255;Apple rolled into the TV game with a superb drama about the importance of dignity and doing the right thing,;Ricky Gervais;2020-01-06 11:12:29;2
2020-02-14-085911;The personal cell phone of Kathleen Miller Prunty did have the Twitter for iPhone application installed, but there was no indication that it had been used on 10/25/19.;None;2020-02-14 16:15:50;2
2020-02-04-024600;He told me, `Kind of my idea. I showed (the Red Sox) the whole Apple watch thing. I got it from the Yankees.' Nobody was telling them no at the time. I mean, the Yankees weren't blatantly cheating. I don't think the Red Sox really thought it was blatantly cheating, either. But the commissioner took care of it and warned them.;Peter Gammons;2020-02-04 14:25:27;2
2020-02-05-092841;There are vast mineral resources there that are needed for the things that we use today, for renewable energy, for these iPhones and computers.;Bruce Westerman;2020-02-05 21:55:52;1
2020-02-25-067298;These apples offer superior eating with a popular pedigree to match and consumers will immediately recognize its varietal parents as an incredible starting point for a great apple.;Andy Tudor;2020-02-25 13:41:26;1
2020-02-19-017587;"Everyone makes cases for Apple and Samsung; for other brands, it's trickier. We see these as opportunities.";Jason Kemp;2020-02-19 15:47:04;1
2020-02-23-002349;Apple set their lawyers on us to try to stop us and shut down our shareholder proposal, but they failed,;None;2020-02-23 03:04:55;1
2020-01-23-061719;My first computer, when I was just a toddler, was an Apple IIe,;Jonathan Mann;2020-01-23 14:15:45;1
2020-01-03-073974;We have this new app and we have all been given iPads so it could not be more in your life. I know a number of the boys are pissed off because you are expected to take the iPad everywhere, even when you have a few days off and are away with the family. One player left because of the app because his phone only received calls and text messages, not emails, and he would not get a new one.;None;2020-01-03 16:09:42;1
2020-03-20-089237;When we're finished, what I'll have is a green apple cut up. Then I take two tablespoons of almond butter and a teaspoon of cinnamon... I blend it all together and I put the apples in there,;None;2020-03-20 02:05:00;1
2020-01-03-003560;An Apple store would be nice, save people having to go to the Trafford Centre for repairs.;Ian Bond;2020-01-03 14:15:14;1
2020-01-13-070456;The support we will receive through the Green Apple Awards will help us continue our Together for Trees programme which aims to plant 100,000 trees in the Dales over the next two years. Trees are vital to so many aspects of life. As well as providing habitats for wildlife, reducing flooding and helping to combat climate change, we know that trees help to reduce stress and anxiety and promote a healthier lifestyle.;Michael Devlin;2020-01-13 12:42:06;1
2020-01-16-006662;Apple Inc. had a national competition for a headquarters,;John Brown;2020-01-16 04:31:07;1
2020-02-10-006330;Apple is primed to have a strong year similar to when it first released its plus-sized handset, if it delivers a 5G model;Alvin Lee;2020-02-10 14:21:35;1
2020-03-10-050940;Sanders was the underdog four years ago, and frankly Hillary Clinton took the state for granted and did not campaign here vigorously, and so forth. It's really apples and oranges.;Mark Brewer;2020-03-10 11:00:00;4
2020-03-21-009201;He is a leader to watch in the politics of Rift Valley and the country at large. The apple never falls too far from the tree,;None;2020-03-21 21:07:51;1
2020-02-12-079161;some organizations have been hesitant to deploy FIDO because there was no [ major ] public commitment from Apple to FIDO. Now with the addition of Apple, all major platform vendors in the FIDO Alliance prove that the world is finally ready for this technology.;Rolf Lindemann;2020-02-12 13:54:29;1
2020-03-28-002082;Any individual who is concerned that they might have the virus can now download the free C-O-V-I-D dash 19 app on their iPhone and answer a set of simple questions about their symptoms and risk factors.;None;2020-03-28 12:44:38;1
2020-03-14-003126;At Apple, we are people first, and we do what we do with the belief that technology can change lives and the hope that it can be a valuable tool in a moment like this. Teachers are innovating to make remote lessons come alive. Companies are experimenting with new ways to stay productive. And medical experts can diagnose illnesses and reach millions with critical updates in the blink of an eye. We are all adapting and responding in our own way, and Apple wants to continue to play a role in helping individuals and communities emerge stronger.;Tim Cook;2020-03-14 14:53:44;1
2020-02-02-040981;The iPad and iPhone were soundly existential threats to Microsoft's core platform business. Without a platform Microsoft controlled that developers sought out, the soul of the company was `missing.;Steven Sinofsky;2020-02-02 01:55:40;1
2020-04-01-074454;We proved that 100 percent renewable is 100 percent doable. All our facilities worldwide -- including Apple offices, retail stores, and data centers -- are now powered entirely by clean energy. But this is just the beginning of how we're reducing greenhouse gas emissions that contribute to climate change. We're continuing to go further than most companies in measuring our carbon footprint, including manufacturing and product use. And we're making great progress in those areas too.;Tim Cook;2020-04-01 01:26:26;2
2020-01-02-004564;Apple is one of the most creative companies in the world, and the perfect home for my new production company and next chapter,;Richard Plepler;2020-01-02 12:01:00;5
2020-03-30-004047;Apples don't wait.;None;2020-03-30 02:09:56;1
2020-02-09-046280;they get a third bite of the apple through the courts.;Elizabeth Warren;2020-02-09 15:33:16;1
2020-01-15-070996;So far, Apple has not given any substantive assistance. We call on Apple and other technology companies to help us find a solution so that we can better protect the lives of American people and prevent future attacks.;William Barr;2020-01-15 00:00:00;1
2020-03-29-029687;To prioritize the health and safety of its staff and guests, beginning today, Apple Music hosts will record their shows with field equipment from their homes, working virtually via FaceTime on iPhone. Tune in for an array of fresh and genre-spanning shows through out the week as Beats 1 remains committed to continuing to deliver its eclectic programming to passionate music fans across the globe.;None;2020-03-29 17:47:52;1
2020-01-16-006660;Apple has doubled in size in 12 months, so some of this is company-specific and some is market-specific,;Scott Phillips;2020-01-16 01:52:01;2
2020-04-03-025777;I wish I could take you on a virtual tour of this thing. It's kind of classic. I'm sitting in my basement, literally, and I've got an arc trainer sitting here in case I want to jump on that to get a little exercise. I've got my monitor set up along with my computer and my iPad right next to that. I've got one of my wife's antique tables here, a little coffee table, that I'm using to throw everything on. I'm in the basement, and you know what, it's not bad.;Andy Reid;2020-04-03 00:52:05;2
2020-03-23-005233;As for the price, we have kept our price frozen during the COVID-19 epidemic, while maintaining product quality standards, to protect people's health and maintain regular market supply. The current price of red Fuji apples is around 8 yuan [ 1.13 USD ] per 0.5 kg. That is more or less the same as around this time last year,;Guan Li;2020-03-23 13:01:00;1
2020-01-16-072020;Some of the fans were frustrated that there didn't seem to be much emphasis on the Apple Cup,;Kirk Schulz;2020-01-16 21:52:12;1
2020-02-25-018594;Heartline is a study that has the potential to fundamentally change our understanding of how digital health tools, like the ECG app and irregular rhythm notification feature on Apple Watch, could lead to earlier detection of AFib, helping patients understand and directly engage in their heart health, prompting potentially life-saving conversations with their doctors, and improving health outcomes,;None;2020-02-25 16:51:20;4
2020-02-26-076075;This is the reason why Apple, manufacturers of the iPhone and iPad, make more money in four months than Nigeria earns from oil in one year.;None;2020-02-26 18:00:26;1
2020-03-04-024971;I think I sent him an iPhone memo some weeks later, and I didn't hear back from him for a while. When I didn't hear from him for several hours, I was like, I guess that's not a good sign,;Noah Reid;2020-03-04 21:09:07;1
2020-01-21-012190;Celebrating 40 years of Apple in Ireland with our remarkable and growing team at Hollyhill! Your hard work and dedication to our customers and the communities we serve reflects the best of what we stand for. Here's to the next 40!;Tim Cook;2020-01-21 09:35:19;1
2020-01-14-096751;We reject the characterization that Apple has not provided substantive assistance in the Pensacola investigation. Our responses to their many requests since the attack have been timely, thorough, and are ongoing.;None;2020-01-14 00:00:00;10
2020-02-05-075805;Since 13.3.1, it's impossible for any developer without a paid Apple Developer license to build & test their apps on their actual device, if those apps contain any embedded frameworks. The apps just immediately crash.;Neil Jordan;2020-02-05 00:00:00;1
2020-02-18-001878;a political apple that leaders are not willing to swallow and talk to the American people honestly about.;John Keane;2020-02-18 08:45:02;1
2020-01-28-010887;But all the excitement now is that nobody thinks Apple is going to miss at all, on any line.;None;2020-01-28 21:09:04;1
2020-03-16-023734;I said, `I put my iPhone on the table and hit `record.;Grayson Capps;2020-03-16 19:11:19;3
2020-02-05-049667;It honors generations of Italian-American families and their considerable contributions to this country... and is as American as baseball and apple pie.;None;2020-02-05 23:15:00;1
2020-02-18-006869;As Apple and other companies report huge losses from `the virus' let's take a moment to consider how much of it is irrational hysteria of a new disease when the boring flu always kills far more,;David Carroll;2020-02-18 10:20:00;1
2020-02-13-021803;For now, it's still really insular. A lot of these devices and how they operated are really specific to their product lines. Google Home devices operated differently than Apple Home devices, which operated differently than Amazon Alexa.;Nick Steele;2020-02-13 20:50:00;1
2020-01-31-062342;mom and apple pie: you can't talk bad about it. No PERT teams? It's un-American,;M. Sterling;2020-01-31 04:42:00;1
